trial_id,iters,thalamus_threshold,scale_DNF,dopamine,dopamine_0,selected_action,selected_action_0,std_val,std_val_0,std_idx,std_idx_0
552,25,0.2,0.7,1.5000000000000004,0.09999999999999999,"[(117, 1.443407936524793), (112, 1.3006328880145759), (115, 1.0397522542361797), (114, 1.3967622853313146), (114, 0.03076522168777629), (117, 1.1560649342288987), (109, 1.9217595902319795), (115, 1.2634451713572874), (108, 0.6195036811156206), (114, 1.742593412681894), (113, 1.8111574326408064), (114, 1.1662502586125718), (114, 1.0598913386273665), (116, 1.5319246909844808), (114, 1.4928555997412647), (119, 1.0713412155106148), (114, 0.7161617860796061), (110, 1.2699954094891186), (110, 1.8093166737979132), (113, 1.4600062895338193), (121, 1.4905601123464207), (114, 0.8211119550228198), (114, 1.8624626145146541), (117, 1.4792119797776053), (120, 1.0788508497533549)]","[(120, 0.48562076933926945), (113, 0.14532373577417426), (120, 1.3186589729117693), (107, 1.514923443551359), (116, 1.4835259882821956), (109, 1.2219048945242648), (0, 0.0), (112, 0.5847110060492202), (121, 1.051332066638471), (113, 1.1275658767592098), (117, 0.9705878968046439), (113, 1.112564041238622), (105, 0.15694523115310452), (118, 1.7231367461840572), (110, 0.9767677474860987), (119, 0.5251803062239074), (118, 1.6106798867517633), (110, 0.5352824830637127), (116, 0.5241613710711792), (115, 1.406820381548047), (115, 0.39898338827019203), (112, 0.6182646168805106), (116, 1.311679843652828), (113, 0.9759087318471737), (125, 0.6533583296756689)]",0.426027979473,0.479650077824,3.09476978142,22.9265261215
553,25,0.2,0.7999999999999999,1.5000000000000004,0.09999999999999999,"[(116, 1.389614507241461), (116, 1.440704057752053), (115, 2.001873709426331), (116, 1.5222027686074238), (117, 0.7644311959273715), (115, 0.16334892113157093), (113, 1.329796415111422), (114, 0.7020641702222068), (115, 1.139330589300384), (117, 1.698174983689369), (110, 0.5390335478673799), (117, 1.4981299522079978), (115, 1.6262743436921876), (116, 1.1824292516405706), (118, 1.1300284791281365), (114, 1.0292025281602424), (115, 1.7233713854176997), (116, 1.4617747543448898), (115, 1.0458661146062864), (112, 1.584970565779196), (0, 0.0), (114, 1.53973408153533), (121, 1.617619472964438), (115, 0.9913117414820853), (115, 1.8065343662701518)]","[(119, 0.6641199030405368), (0, 0.0), (119, 2.1079000767035336), (126, 0.3618046973768459), (112, 0.573020094411287), (116, 1.2540807375608802), (120, 0.5441512492141217), (116, 0.8976838994515834), (120, 1.2712702270032046), (112, 1.709783705582304), (115, 0.36067432880577066), (117, 1.8399445002639323), (114, 0.8818078982392509), (115, 2.1664495711094185), (118, 0.3380495445830868), (120, 1.0648196070360836), (118, 0.24481325534231857), (113, 0.826263699389546), (110, 0.790323670660267), (0, 0.0), (114, 0.7431150254639315), (113, 1.027133694460112), (0, 0.0), (115, 1.380178532096507), (117, 1.167689437278727)]",0.489276757814,0.609749803996,22.6816577877,37.9419345843
554,25,0.2,0.8999999999999999,1.5000000000000004,0.09999999999999999,"[(114, 1.0676962857190397), (115, 1.3858711067082348), (118, 1.3403550059202054), (114, 1.345864905167465), (118, 1.3103311221148088), (119, 1.9438346003925175), (112, 0.7486949423309334), (115, 1.9274350156993472), (119, 0.2252499418126508), (116, 0.8020476404785385), (112, 1.5030404091734346), (113, 1.7102467039905382), (116, 2.124351950352759), (119, 1.107380269211351), (116, 1.4767660744085684), (112, 1.4672668847215693), (118, 1.4109427602603912), (117, 1.3416261251099528), (116, 1.3768365015935529), (118, 1.1537372268697836), (116, 1.2736651616823145), (117, 0.7704529238286238), (116, 1.4131858546448008), (121, 1.9111160121611324), (115, 1.853896377812325)]","[(115, 1.010431878066657), (116, 1.6075869306706705), (114, 1.1429158433778677), (112, 1.5119633852734908), (114, 0.7678442317517089), (110, 1.1735486512790372), (119, 1.3952208400871424), (121, 0.9812922272004492), (113, 1.813898560627411), (109, 0.8167480838508954), (121, 1.512637681634369), (112, 1.0149909228102276), (123, 1.5700777269633153), (113, 0.7703659401301751), (115, 1.0274804148648806), (118, 1.9676921610672982), (115, 1.2154319802738616), (115, 1.0159558283532175), (114, 0.4804143660336705), (110, 0.9615126517684969), (113, 0.8384902799447932), (0, 0.0), (118, 0.6563022926967605), (119, 0.8014549572499988), (119, 1.347853976489425)]",0.423899247718,0.427001238915,2.34810561943,22.8814684843
555,25,0.30000000000000004,0.7,1.5000000000000004,0.09999999999999999,"[(0, 0.0), (117, 0.5531021700178532), (117, 1.346734082666432), (116, 1.132204291264326), (115, 1.953357445603934), (117, 1.3327546636143575), (117, 1.28074093382986), (120, 2.19654386716705), (119, 0.8716475757375062), (113, 1.822283661431915), (115, 1.18088275724213), (118, 1.0675293166208262), (116, 1.0099116360163942), (121, 1.854703843971895), (118, 0.783071252042632), (114, 1.951813075142786), (119, 0.6368893523436041), (120, 1.4606451385843586), (114, 1.73880009239126), (112, 1.657896444297897), (113, 1.3004236951858439), (121, 1.8325689091521526), (115, 1.229500942281132), (116, 1.4966671906001692), (118, 2.318625630484804)]","[(119, 2.0129923077770013), (122, 1.4558656561523657), (0, 0.0), (112, 1.4311480903055278), (0, 0.0), (116, 1.7885811510316414), (115, 1.0067607976978186), (112, 0.45887535531270807), (120, 1.003821244941453), (117, 0.9686843485430873), (113, 0.7807350926904757), (111, 2.0186676643929897), (117, 1.3573719068447365), (117, 2.2463925387391224), (117, 1.2426433622050326), (121, 2.1595568086074803), (111, 0.7772096040405093), (114, 0.9487189977379212), (116, 0.8571270930811571), (116, 2.074050237192115), (116, 1.5283466201809193), (116, 0.8928116281313769), (114, 1.780014106633569), (118, 0.8782917180988877), (123, 1.7618772652662633)]",0.535859762592,0.61878940026,22.9999652174,31.6820706394
556,25,0.30000000000000004,0.7999999999999999,1.5000000000000004,0.09999999999999999,"[(116, 0.21536566533453338), (120, 1.9105635344176153), (116, 1.2866454155870972), (119, 1.7506285905118855), (118, 1.7124822688862995), (0, 0.0), (106, 2.1711473339824074), (117, 1.8233576694320794), (110, 2.087354521928019), (113, 1.8796041444925085), (115, 1.5848416052844756), (113, 1.885970563564903), (113, 0.9710868346976516), (120, 1.5619598788087856), (0, 0.0), (115, 0.9885142721460414), (119, 1.360556173980665), (125, 2.207331115380764), (119, 1.5113617521372598), (116, 2.22746723852833), (115, 0.5277712066950936), (114, 2.2777916023034366), (112, 0.5970604421104887), (119, 0.7263078401724432), (113, 2.1692137841635653)]","[(124, 0.20576211144962603), (111, 0.23913587642833165), (115, 0.713641159705721), (120, 0.7901514558066677), (112, 0.9577505378064042), (115, 0.4060128872158619), (116, 1.6214276357957815), (116, 0.735638545841522), (115, 1.6581546281954738), (116, 1.2192117004371554), (113, 1.7532742067416307), (119, 0.13220957698474076), (108, 0.7970030142625256), (112, 0.31264222031731914), (127, 0.7068345069904383), (117, 0.349444167615089), (0, 0.0), (116, 1.1300801860956367), (121, 1.8529121988981891), (121, 0.25588147569715447), (116, 2.3488808113257402), (118, 1.9670174509757463), (113, 0.565484567720608), (118, 0.6468649826753923), (117, 2.314344559198851)]",0.707337427657,0.692674663062,31.6317814863,23.1822000682
557,25,0.30000000000000004,0.8999999999999999,1.5000000000000004,0.09999999999999999,"[(115, 0.636166405554388), (111, 1.8205049245495246), (120, 0.8425232904729753), (117, 0.7869785237834683), (114, 0.7817023444541656), (113, 1.7806435800186033), (112, 0.6108317228397053), (118, 1.3013456535001084), (115, 0.40675256381064356), (119, 1.2576425630867418), (117, 1.6918374666356166), (116, 1.465564289878577), (115, 1.2978154843245924), (115, 1.737158009834088), (0, 0.0), (116, 1.5344974708491408), (113, 1.0933687436483075), (114, 0.6585084031985037), (118, 1.196443586492462), (114, 1.1187611437734761), (110, 0.027775897806126812), (113, 0.7076002034821928), (112, 1.8091543710789302), (115, 1.5136602797609655), (117, 1.67823173003832)]","[(119, 0.7177085681736093), (118, 0.20515168422174435), (124, 1.5151740776010092), (111, 0.9324491374400189), (118, 2.20913666365351), (123, 0.368537240008409), (105, 1.2404969275797355), (112, 2.209594796735588), (123, 1.880048722932849), (110, 0.9961381934834839), (118, 0.7630534701127121), (117, 1.6515510342403519), (115, 1.6479700110246358), (0, 0.0), (0, 0.0), (116, 1.6537784081963853), (112, 1.8861383950536392), (109, 2.233176135705731), (0, 0.0), (108, 1.6634619356913998), (118, 2.3211302438636467), (119, 1.8012525147168346), (119, 1.0945265040012992), (121, 1.001592870370605), (121, 0.324449459469101)]",0.532549046182,0.746561142874,22.6572372544,38.0623488503
558,25,0.4000000000000001,0.7,1.5000000000000004,0.09999999999999999,"[(114, 1.1757606753697547), (115, 1.678129155935401), (118, 1.8294618894769796), (110, 2.019978173196964), (121, 1.322967516517598), (111, 1.6283860666159773), (120, 2.0910884569619084), (111, 1.2064492789920715), (119, 2.6349052638955794), (121, 2.297428250808073), (120, 2.0099211551866887), (117, 1.9562997497621035), (113, 1.315208783990236), (117, 0.5708529202443706), (112, 1.7870690713699182), (115, 2.284149416814393), (123, 1.513993481757248), (110, 1.0091305987161032), (116, 2.0378354755244343), (117, 2.5320230858899784), (124, 0.08898462660053738), (115, 0.19939825424135332), (114, 0.4821433870702666), (111, 1.1871102536896638), (113, 2.738313139465283)]","[(120, 1.4237809366986913), (112, 2.266508486029386), (118, 1.5074157650073472), (110, 0.7582906676068605), (120, 1.500412562654143), (110, 1.5049146684579637), (107, 1.401822158136827), (113, 1.3942587419304908), (116, 2.4752247012188), (114, 1.4015276006738964), (116, 2.20486414801864), (110, 0.09714853144357838), (119, 1.1970635480927059), (119, 0.40636456160434475), (0, 0.0), (117, 0.6655960022367523), (118, 1.4042133998413984), (114, 0.5582604042525263), (0, 0.0), (116, 1.0122771403667228), (116, 2.8889016523427418), (121, 2.0601100559150187), (118, 1.7081431400462275), (111, 1.0596539722974405), (113, 0.5195018983582247)]",0.714297701928,0.752829892152,4.01317829158,31.4425444263
559,25,0.4000000000000001,0.7999999999999999,1.5000000000000004,0.09999999999999999,"[(119, 1.2973991217946206), (116, 1.3043355406614545), (119, 2.13021006108153), (116, 0.7998055357724116), (120, 1.9070078630075562), (110, 1.6642738251874025), (114, 0.7579915464311613), (113, 1.2252612189893617), (116, 2.011237842668245), (112, 2.318400508436389), (114, 0.47352883571896554), (110, 0.2600246697858172), (119, 1.799593162629295), (116, 1.8701888935865223), (118, 1.7220994063323796), (113, 1.1493075607999226), (120, 1.2755484041926786), (115, 2.1607642487326473), (114, 1.65969467342028), (0, 0.0), (120, 0.3639312656767345), (115, 1.6823360330192954), (0, 0.0), (124, 0.8240333843581416), (120, 1.5111953963565332)]","[(127, 2.1674287645957993), (112, 0.6331801033426127), (113, 0.4832979641482679), (118, 1.749606217548463), (116, 0.9910921984296778), (120, 0.8864626200807574), (116, 1.364388618096986), (115, 0.039038792327687644), (120, 0.274659612424141), (112, 0.25427904039705507), (111, 1.728318236807747), (0, 0.0), (115, 1.490626934823959), (116, 0.5877217808476134), (116, 0.41093721058391364), (113, 1.8447547469322159), (118, 1.2919470956633439), (0, 0.0), (112, 1.3672166330594335), (115, 0.5579730632809721), (119, 0.6235978262057653), (118, 1.2456233415026743), (118, 0.9839396026745819), (119, 2.625711411280719), (116, 0.3040555138309909)]",0.674187237305,0.697900253773,31.7047882819,31.7288512241
560,25,0.4000000000000001,0.8999999999999999,1.5000000000000004,0.09999999999999999,"[(115, 1.0548075556555077), (113, 1.6991406804166536), (117, 2.1715887303708157), (114, 2.3075835559013123), (120, 1.2394668538888478), (114, 1.2577333261598265), (117, 1.0007135579979114), (117, 0.9642132262099462), (116, 1.2689312090769707), (123, 1.4921922425378227), (115, 2.0211434763811056), (113, 1.4121909187102606), (122, 0.9649653349784644), (114, 1.7774725974809689), (0, 0.0), (114, 1.367479620157868), (120, 1.8099651175348923), (0, 0.0), (118, 1.897997884720594), (114, 2.110310234428938), (120, 1.3536362879409027), (110, 1.350931320660093), (116, 0.7043770814497345), (117, 1.4311581837069487), (110, 0.2620472743818342)]","[(120, 2.189877857704783), (115, 0.6710431697010887), (111, 1.0583546255296516), (120, 0.9721962268773213), (117, 1.4776805923632315), (119, 0.12152593652712625), (118, 1.0407657337040768), (120, 0.4659157741395992), (119, 1.86799003859923), (119, 0.024105589857748532), (117, 0.1344889856410705), (114, 0.8224254783814544), (114, 2.4890751720593034), (119, 1.959631104429099), (116, 1.5992140942785857), (112, 0.8283239763591705), (113, 0.9506169538465675), (118, 1.5591564740869357), (110, 0.6315376072283292), (111, 1.539297020322645), (109, 2.0213941651239877), (113, 1.0274775167509886), (116, 1.5341712049461962), (116, 0.7726625729620661), (115, 0.804772429793554)]",0.607269841995,0.647488289018,31.6420985398,3.28487442682
561,25,0.5000000000000001,0.7,1.5000000000000004,0.09999999999999999,"[(110, 1.6518661040709015), (121, 1.0531394815520017), (0, 0.0), (117, 2.1746272578097927), (118, 2.2532372324298082), (123, 1.0751280283827125), (119, 0.5841568637059549), (123, 1.9406022483336516), (110, 0.9306966242293183), (113, 1.006387400624335), (120, 1.9063192122573085), (0, 0.0), (116, 0.9608019798602198), (119, 2.5325362465231844), (116, 1.1838722471455418), (110, 0.631024784413777), (118, 1.2428132081087708), (110, 1.0218999022247346), (116, 0.8273877152660885), (0, 0.0), (118, 1.2311337638845734), (115, 0.8449562780620339), (117, 2.2829160877159884), (113, 0.6379949209705591), (109, 1.694431816112252)]","[(112, 0.7104079864847577), (0, 0.0), (118, 0.31591068426356633), (112, 0.3442662099108961), (360, 2.0925622413906932), (118, 2.0430794891614483), (115, 2.1474452121645964), (375, 1.4634219940101572), (112, 0.7840289917252937), (7, 1.2518062874892217), (6, 0.4886306869536719), (119, 1.3214177792802801), (115, 0.27145877609838376), (113, 2.555041754891339), (121, 1.5756960403572375), (0, 0.0), (112, 0.3904660548218522), (395, 0.28464857682126893), (109, 0.2371227047132668), (112, 2.1005430325798944), (117, 0.7619823684204862), (112, 0.5302458321827722), (122, 1.479800542499534), (348, 0.36992925232669005), (321, 2.746380842326548)]",0.702626235401,0.827449048771,37.8834845282,114.695241401
562,25,0.5000000000000001,0.7999999999999999,1.5000000000000004,0.09999999999999999,"[(114, 1.5465297701751175), (117, 2.1012491699067226), (107, 0.9174274381984922), (116, 1.4482150693592764), (111, 1.522777651046715), (122, 1.4082992517349586), (112, 1.087594468628254), (116, 2.6652994044278535), (118, 1.9526017583101947), (111, 1.1527454529164174), (119, 1.3479221115375073), (117, 0.880850349675547), (122, 1.2133109379235467), (109, 0.9177508158948546), (113, 1.7827175614249293), (118, 1.8594813068246157), (110, 1.1236548513896305), (115, 1.5081647141327283), (117, 2.4776362201838436), (122, 1.6539314490131745), (116, 1.9515894794660809), (120, 1.2848535518854072), (114, 1.4591118103115512), (113, 1.7647366448214443), (124, 0.8502010740511011)]","[(0, 0.0), (119, 0.13094210199046996), (109, 0.985282844383634), (112, 0.2484868936001868), (112, 2.2965529559499287), (110, 1.9475353474868364), (107, 1.3836836433998134), (112, 1.5554538379818081), (117, 0.9338914007910749), (113, 1.216349134248794), (114, 1.3237288843763073), (114, 0.2942865089515929), (115, 0.6305075736882627), (113, 0.6670697100322501), (119, 1.6391588101095915), (119, 0.8026830060483713), (113, 0.79196170476694), (113, 2.424976027075777), (118, 2.3147647321140963), (124, 1.3095892783120828), (112, 0.4895887682846982), (114, 2.3480249629645793), (116, 0.35022828496914454), (111, 2.5546388121875894), (115, 1.4875327233241171)]",0.46752914191,0.766943560799,4.31295722214,22.6678274213
563,25,0.5000000000000001,0.8999999999999999,1.5000000000000004,0.09999999999999999,"[(123, 2.2576445909079275), (111, 1.9473592782788494), (117, 3.3007558271903017), (115, 1.0356415245228887), (118, 1.2462737299122724), (0, 0.0), (113, 2.267154684678504), (119, 0.8373374523906851), (117, 0.9842530900169786), (112, 1.022375516666003), (0, 0.0), (116, 0.9157854372588782), (117, 0.11254591999682372), (114, 0.9911959588088823), (120, 0.725011198240946), (120, 0.48731226606893535), (113, 0.5469668232842927), (113, 0.9199771240117006), (118, 2.3316717920828047), (112, 1.789204956974272), (120, 1.1205924804058798), (117, 2.2096045013523815), (115, 2.186077997305086), (116, 1.4939854682291345), (119, 1.8580193907217482)]","[(115, 1.935533175566649), (0, 0.0), (122, 1.754788730232347), (0, 0.0), (118, 0.541070645562982), (117, 1.307025423019457), (118, 1.6794765328416676), (119, 0.1992563580229222), (117, 1.0151255630186116), (116, 1.7333715474889955), (123, 2.142450505289103), (112, 1.4356960809308317), (112, 1.9422334114934907), (119, 0.9585995214298354), (110, 0.05412155291167611), (110, 2.1678613977868424), (113, 2.1715228830350686), (109, 0.5604104927660588), (111, 0.4307651577663763), (113, 1.5426463925301395), (115, 2.5042398491634645), (113, 1.0666256935369447), (115, 0.23546322335433162), (115, 1.7534679721887654), (121, 0.4791990113093638)]",0.819044122411,0.776100066317,31.6884837125,31.5078656846
564,25,0.2,0.7,1.5000000000000004,0.10999999999999999,"[(119, 1.4221617638520359), (113, 1.157282768225674), (117, 1.1938123021255806), (116, 1.2885688273776068), (115, 2.1065407256689443), (115, 0.6646946907603883), (117, 1.4150711438244978), (117, 1.0613547790270894), (117, 0.49994803223756357), (116, 1.2974459021616567), (116, 0.58137566978822), (115, 1.989231400826866), (114, 2.0169094931190945), (112, 0.7350963902475696), (115, 1.8369611141892472), (120, 1.1828644190677235), (115, 0.93144277837986), (116, 1.7664628790072245), (0, 0.0), (0, 0.0), (110, 1.4617067675505815), (118, 1.3248900104435664), (117, 0.5643103760059435), (118, 0.06707935960133385), (115, 0.8777611852231744)]","[(110, 1.1271352700190986), (117, 1.6757145272621197), (117, 1.9507542252240522), (0, 0.0), (112, 1.3087036591717454), (114, 0.8921359403393967), (110, 0.6868486901355209), (119, 0.7978117345287872), (108, 0.7586904592243859), (108, 0.7869483422106263), (121, 0.8998495532854309), (113, 1.0034601516681603), (113, 1.1313243266510136), (113, 1.6334623387042897), (119, 0.9873707463037829), (123, 1.5225927904691718), (111, 1.2032831206264853), (119, 1.045218830223783), (109, 0.35700834870390646), (121, 0.7788491233928757), (113, 0.22225998411356804), (111, 0.6216010821579256), (114, 1.7184860727421727), (110, 1.600268434762094), (116, 1.736347804324149)]",0.597144991329,0.490587061938,31.4796696298,22.7752145983
565,25,0.2,0.7999999999999999,1.5000000000000004,0.10999999999999999,"[(115, 1.2239689579309978), (118, 1.4742893572133835), (111, 0.883700420568204), (112, 0.5364925346336523), (117, 1.4937981984525097), (114, 1.5208545914934024), (114, 1.570312511868345), (116, 1.0498106305770285), (118, 0.37888463505604497), (114, 0.7395866181960857), (114, 1.611852852104509), (115, 1.1925916200013906), (113, 0.7856702211248163), (112, 0.7619504412323799), (114, 1.1783703615356977), (112, 1.082360259048522), (112, 2.1679608348788433), (117, 1.1632115308837094), (115, 1.3942403689895042), (114, 1.2312493023074407), (118, 1.8713944477460365), (120, 0.7113770268308485), (115, 1.4692055522700629), (115, 1.5825551937152724), (117, 1.3706270383431998)]","[(107, 0.2717710572553116), (120, 1.3418508289598083), (116, 1.568918663194229), (116, 1.1419265620476957), (124, 0.5056685374854365), (118, 1.7773755751938622), (120, 1.3546676538287392), (118, 1.0429207345602376), (114, 0.7531060249545511), (116, 1.5232919701128722), (108, 0.6569519732923473), (121, 0.7655111782385232), (118, 0.9507858886800347), (115, 1.001042343890259), (113, 1.087461667151022), (118, 0.6834695092947146), (122, 1.037512237686267), (113, 2.0442164941649796), (112, 0.6307356965063614), (115, 1.4903917150491333), (117, 1.113952294713278), (118, 0.9025869536180673), (113, 0.8070309882721683), (114, 0.5183473928142146), (117, 0.5720779820477995)]",0.414984251391,0.42504849271,2.25068878346,3.88144303063
566,25,0.2,0.8999999999999999,1.5000000000000004,0.10999999999999999,"[(119, 1.3988544909649956), (117, 1.0188218980884327), (118, 1.9650937351942208), (114, 1.006826307330782), (116, 0.9250518487406397), (116, 1.4218463561639436), (119, 2.0114695553025608), (117, 0.6847877109110931), (118, 1.3115918125419805), (115, 1.0678295344107394), (114, 0.4299201200682318), (120, 1.5822898348611707), (0, 0.0), (116, 0.9217558558996134), (117, 0.6200956965272988), (118, 0.9805285197897449), (117, 0.8682657824921217), (114, 1.3609800616415173), (118, 0.9572850646506977), (119, 1.0421187805279586), (108, 0.287559933256118), (117, 1.1693332157232297), (114, 0.9348389955492263), (115, 1.0671216821490395), (110, 1.5378954614997995)]","[(121, 1.061263955144409), (116, 1.099968161047266), (115, 0.8262631398831631), (112, 0.9194901073620629), (113, 0.6298039910359314), (125, 0.5391594036262825), (117, 0.6438249068606624), (109, 0.36800342464407965), (118, 1.4551915244312936), (0, 0.0), (115, 1.6793767025817588), (112, 1.4417280116683493), (112, 1.4010312868138317), (115, 1.852038519372941), (109, 1.344877096985384), (121, 1.1458698797822935), (112, 1.448398334338333), (110, 0.12399011965577113), (117, 1.6867000816581472), (118, 1.033545620324526), (115, 0.8985153529171184), (116, 1.3143416000073884), (117, 0.6206234899592976), (111, 1.2382950965869788), (112, 0.8226910972351973)]",0.456078185719,0.472662154817,22.9069072552,22.8415761278
567,25,0.30000000000000004,0.7,1.5000000000000004,0.10999999999999999,"[(115, 0.9124672293531684), (0, 0.0), (0, 0.0), (118, 1.1087519812733337), (120, 0.8804112779664699), (116, 2.365154755368241), (116, 2.239902000821137), (121, 1.0281602632164306), (114, 1.7586332209943252), (111, 0.9021248505189899), (121, 1.2794378085408384), (0, 0.0), (119, 0.8119925808670526), (116, 2.1832609061748363), (109, 0.5290185663681757), (120, 0.3828343620884035), (112, 0.8168539600712194), (112, 1.684100862729967), (117, 2.0065699493260416), (118, 1.2615081722469814), (118, 0.7735820145939233), (116, 0.513221587190199), (119, 2.359817513600577), (121, 0.880995308247974), (113, 1.048186906204162)]","[(115, 0.10550016106420401), (111, 1.0170048359018384), (111, 0.9312716203230048), (113, 1.0420085836862203), (110, 0.13387852027066988), (121, 2.800202335611101), (114, 0.8029526164943862), (114, 1.007399298641067), (115, 1.5630564803155318), (103, 0.6574377486956772), (113, 0.878883113531415), (117, 1.017302552282893), (112, 1.93840017426249), (112, 1.2486403209212262), (122, 1.1563214573083243), (115, 0.6883808469582524), (111, 1.9840768603958434), (116, 0.6100728193874834), (121, 0.507755616783677), (121, 1.6656820783230917), (115, 0.6201332598700283), (118, 1.2519109140041649), (117, 1.247668606647049), (116, 2.007554929753658), (118, 1.7411435248543434)]",0.709264448106,0.615269702793,37.9769614372,4.14420076734
568,25,0.30000000000000004,0.7999999999999999,1.5000000000000004,0.10999999999999999,"[(120, 2.232594002421104), (116, 1.565998386339143), (115, 1.0373355173952898), (115, 0.7430038933227434), (114, 0.6946661379974269), (113, 1.1348739195682187), (114, 0.9152503536782359), (115, 1.5925824169129794), (119, 1.7015097679563467), (115, 1.9528317896672547), (115, 0.9748069605910669), (110, 2.1241688144374655), (109, 2.114659007695226), (115, 0.5897070046749495), (118, 0.6566826668889105), (117, 1.1242711711395883), (112, 1.6582820204781168), (114, 2.5075746077964265), (114, 0.6003571347048858), (117, 1.513071197175916), (122, 1.7162202034491278), (119, 1.5714985704436162), (117, 0.9871836579362915), (120, 1.5890611597846542), (117, 1.924885719320566)]","[(116, 0.18401754308890328), (115, 0.14931967832448909), (121, 1.8138335500659448), (111, 0.2835582941654175), (117, 1.175656992993342), (110, 1.186265808851933), (119, 0.7828523036174964), (119, 0.1758806603048861), (123, 0.6154876539199033), (110, 1.4927731562637576), (115, 1.5987424069614773), (122, 1.463025002328362), (121, 1.4717035899117623), (112, 1.177104329472228), (0, 0.0), (115, 1.3231356702468704), (114, 1.5625763454901778), (111, 1.9889037829209955), (118, 0.4549229937273851), (115, 0.8488337199979396), (116, 1.0828917201754185), (122, 2.0285286545923027), (112, 0.2641615183372968), (118, 0.9204934456451056), (110, 1.4891107198744942)]",0.550495173634,0.604435545126,2.98958191057,23.0608239228
569,25,0.30000000000000004,0.8999999999999999,1.5000000000000004,0.10999999999999999,"[(115, 1.0546153619870926), (113, 2.130523635368319), (115, 1.7319034258062787), (114, 0.9367912902065271), (118, 1.619411379866778), (116, 1.5466636238340936), (120, 1.6593553121224407), (114, 0.8424990548359023), (114, 1.5917587359897551), (118, 0.982621962511844), (114, 0.8463852164988879), (111, 1.9688164244072024), (111, 0.254214345940883), (117, 1.7009313566748583), (115, 2.448419349017448), (110, 1.806509000121097), (117, 1.7914348028591025), (112, 1.1465160312648701), (115, 1.432138440185072), (120, 0.35054594283731777), (118, 0.9548812076031725), (117, 1.0810765620702554), (115, 1.4821037504916854), (117, 0.5106994063443351), (116, 2.0625771493408953)]","[(117, 1.0608403201183247), (115, 1.886314932431581), (113, 1.511536836159346), (112, 0.7336258461127318), (112, 1.2833013434038547), (115, 0.7253836055574981), (117, 1.2846810645593365), (120, 0.11848985507357847), (116, 0.9500319892706257), (115, 1.452315234808691), (117, 1.954235185528418), (115, 0.670542342957469), (120, 1.2596979574740381), (116, 0.680094742265332), (118, 1.6746033589401548), (111, 2.126550500974208), (113, 1.2195117970195275), (103, 0.6858828233648608), (115, 1.9919759901263634), (112, 0.8818697509019267), (112, 0.8669537478513413), (118, 0.593707489945788), (111, 0.8571642159423375), (112, 2.343968879750996), (111, 2.018605628820983)]",0.556598237457,0.568760638978,2.58487910742,3.5358733009
570,25,0.4000000000000001,0.7,1.5000000000000004,0.10999999999999999,"[(119, 0.06677450059599464), (121, 2.8105064341485484), (113, 2.050936908418984), (118, 1.6901973887724813), (130, 0.9631108417363964), (111, 0.44171413676164206), (115, 1.4366999365742101), (117, 1.9245040301728973), (117, 2.15619172885742), (121, 2.4805722564649737), (115, 0.9726097579900285), (110, 1.5911110178933576), (118, 1.7419083173314502), (120, 0.8862690502081488), (110, 2.1473703988259016), (116, 1.4439247522259027), (117, 0.5543285282139052), (122, 0.9992725731361219), (118, 1.7653894712223739), (108, 1.0648766911122658), (116, 1.2530274381383042), (131, 1.5985326111540437), (112, 1.1691682904169252), (112, 1.2860432361466063), (129, 1.4104718221311172)]","[(109, 0.9438321273330872), (111, 2.4666200054308383), (117, 1.3373175481865305), (125, 0.9905997261783613), (117, 1.8214549647974705), (111, 0.521416559389625), (114, 1.0790710507264445), (113, 0.7028859142187688), (109, 1.9337860488693825), (115, 1.394040398481773), (0, 0.0), (112, 0.7344494652686253), (118, 2.414291409699075), (117, 0.16028442843342067), (119, 0.9645558188928759), (111, 1.3585571936032137), (115, 1.6004151063949488), (122, 0.22194965312339685), (118, 1.6603493753908185), (113, 0.9916746886195734), (113, 0.34505707949752445), (115, 2.438578327741517), (110, 0.8846254513902573), (112, 1.3803555674890713), (116, 1.0852393585015063)]",0.625354462643,0.67762718059,5.89291099542,22.7963505851
